時間,開盤價,最高價,最低價,收盤價,SMA10,SMA20,SMA60,成交量,買賣超(元),主力累計買賣超(元),買進(元),賣出(元)
2021/5/12,16515.88,16552.63,15165.27,15902.37,17013.42,17129.52,16556.09,7828.25,-118億,8954億,162億,280億
2021/5/13,15668.33,16031.93,15368.54,15670.1,16823.68,17069.73,16554.4,5745.84,-46億,8909億,164億,210億
2021/5/14,15819.24,16075.48,15702.1,15827.09,16649.72,17007.25,16556.42,5161.72,-65億,8844億,132億,197億
2021/5/17,15554.99,15719.74,15159.86,15353.89,16462.88,16917,16548.94,4850.06,375億,9219億,457億,83億
2021/5/18,15564.96,16153.77,15564.96,16145.98,16384.1,16861.14,16545.34,4146.82,259億,9478億,329億,70億
2021/5/19,16112.21,16273.98,16009.76,16132.66,16313.02,16801.57,16540.47,4418.01,-202億,9276億,143億,344億
2021/5/20,16122.52,16154.08,15943.45,16042.36,16217.82,16743.59,16535.49,4775.11,-205億,9072億,115億,319億
2021/5/21,16136.86,16431.14,16136.86,16302.06,16119.53,16703.84,16533.69,4331.27,130億,9201億,222億,93億
2021/5/24,16246.52,16397.59,16136.97,16338.29,16029.79,16655.74,16531.94,4279.8,-2132萬,9201億,121億,121億
2021/5/25,16444.75,16657.6,16444.75,16595.67,16031.05,16606.91,16538.32,5334.2,37億,9238億,172億,136億
2021/5/26,16645.17,16706.29,16523.23,16643.69,16105.18,16559.3,16541.51,4297.42,13億,9250億,104億,91億
2021/5/27,16591.7,16601.61,16419.42,16601.61,16198.33,16511.01,16552.31,5409.62,-108億,9142億,195億,303億
2021/5/28,16690.04,16889.01,16690.04,16870.86,16302.71,16476.22,16567.71,4976.89,228億,9370億,317億,89億
2021/5/31,16948.47,17113.33,16939.91,17068.43,16474.16,16468.52,16581.99,5401.17,115億,9485億,228億,112億
2021/6/1,17098.49,17184.3,17060.45,17162.38,16575.8,16479.95,16602.92,4653.41,30億,9516億,161億,131億
2021/6/2,17192.91,17274.66,17056.42,17165.04,16679.04,16496.03,16624.75,5407.74,-117億,9399億,91億,208億
